gender,samerace,age,mn_sat,tuition,imprace,imprelig,income,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,shar2_1,attr3_1,sinc3_1,intel3_1,fun3_1,attr5_1,sinc5_1,intel5_1,fun5_1,match_es,lats,lons,int_corr,field_cd_1.0,field_cd_10.0,field_cd_11.0,field_cd_12.0,field_cd_13.0,field_cd_14.0,field_cd_15.0,field_cd_16.0,field_cd_17.0,field_cd_18.0,field_cd_2.0,field_cd_3.0,field_cd_4.0,field_cd_5.0,field_cd_6.0,field_cd_7.0,field_cd_8.0,field_cd_9.0,field_cd_nan,race_1.0,race_2.0,race_3.0,race_4.0,race_6.0,race_nan,race_5.0,goal_1.0,goal_2.0,goal_3.0,goal_4.0,goal_5.0,goal_6.0,goal_nan,date_1.0,date_2.0,date_3.0,date_4.0,date_5.0,date_6.0,date_7.0,date_nan,go_out_1.0,go_out_2.0,go_out_3.0,go_out_4.0,go_out_5.0,go_out_6.0,go_out_7.0,go_out_nan,career_c_1.0,career_c_10.0,career_c_11.0,career_c_12.0,career_c_13.0,career_c_14.0,career_c_15.0,career_c_16.0,career_c_17.0,career_c_2.0,career_c_3.0,career_c_4.0,career_c_5.0,career_c_6.0,career_c_7.0,career_c_8.0,career_c_9.0,career_c_nan,gender_o,age_o,mn_sat_o,tuition_o,imprace_o,imprelig_o,income_o,sports_o,tvsports_o,exercise_o,dining_o,museums_o,art_o,hiking_o,gaming_o,clubbing_o,reading_o,tv_o,theater_o,movies_o,concerts_o,music_o,shopping_o,yoga_o,exphappy_o,expnum_o,attr1_1_o,sinc1_1_o,intel1_1_o,fun1_1_o,shar1_1_o,attr4_1_o,sinc4_1_o,intel4_1_o,fun4_1_o,shar4_1_o,attr2_1_o,sinc2_1_o,intel2_1_o,fun2_1_o,shar2_1_o,attr3_1_o,sinc3_1_o,intel3_1_o,fun3_1_o,attr5_1_o,sinc5_1_o,intel5_1_o,fun5_1_o,match_es_o,lats_o,lons_o,field_cd_1.0_o,field_cd_10.0_o,field_cd_11.0_o,field_cd_12.0_o,field_cd_13.0_o,field_cd_14.0_o,field_cd_15.0_o,field_cd_16.0_o,field_cd_17.0_o,field_cd_18.0_o,field_cd_2.0_o,field_cd_3.0_o,field_cd_4.0_o,field_cd_5.0_o,field_cd_6.0_o,field_cd_7.0_o,field_cd_8.0_o,field_cd_9.0_o,field_cd_nan_o,race_1.0_o,race_2.0_o,race_3.0_o,race_4.0_o,race_6.0_o,race_nan_o,race_5.0_o,goal_1.0_o,goal_2.0_o,goal_3.0_o,goal_4.0_o,goal_5.0_o,goal_6.0_o,goal_nan_o,date_1.0_o,date_2.0_o,date_3.0_o,date_4.0_o,date_5.0_o,date_6.0_o,date_7.0_o,date_nan_o,go_out_1.0_o,go_out_2.0_o,go_out_3.0_o,go_out_4.0_o,go_out_5.0_o,go_out_6.0_o,go_out_7.0_o,go_out_nan_o,career_c_1.0_o,career_c_10.0_o,career_c_11.0_o,career_c_12.0_o,career_c_13.0_o,career_c_14.0_o,career_c_15.0_o,career_c_16.0_o,career_c_17.0_o,career_c_2.0_o,career_c_3.0_o,career_c_4.0_o,career_c_5.0_o,career_c_6.0_o,career_c_7.0_o,career_c_8.0_o,career_c_9.0_o,career_c_nan_o,partnerDistance,match
1,0,30.0,1300.8602409638554,21252.001402032947,8.0,9.0,44931.88022202746,5.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,4.0,6.0,5.0,7.0,7.0,3.0,7.0,6.0,2.0,5.0,4.0,11.0,14.0,14.0,9.0,6.0,16.410196987253766,7.66203167246041,8.5162224797219,10.301081498648127,7.548624564122433,12.0,9.0,12.0,9.0,9.0,7.0,8.0,9.0,8.0,6.9311224489795915,7.908673469387755,8.269132653061224,7.4145408163265305,4.0,49.4426,39.58786,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,26.0,1299.2247324613554,21202.225347222222,8.0,8.0,44991.57142857143,2.0,3.0,2.0,10.0,10.0,10.0,2.0,1.0,7.0,4.0,4.0,9.0,9.0,8.0,8.0,3.0,3.0,5.0,3.0,6.0,11.0,9.0,11.0,9.0,16.5126374686475,7.657341308122708,8.471734516689176,10.361952537140652,7.5588235294117645,9.0,9.0,9.0,12.0,12.0,7.0,9.0,7.0,8.0,6.933180311145116,7.912522315735782,8.286661565927059,7.444529456771232,2.0,41.386706052214144,2.180248111103768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1875.9991538323818,0
1,1,28.0,1300.8602409638554,21252.001402032947,7.0,1.0,30146.0,8.0,5.0,7.0,7.0,1.0,1.0,5.0,3.0,3.0,8.0,5.0,1.0,5.0,2.0,6.0,1.0,1.0,3.0,8.251381215469614,13.0,10.0,13.0,10.0,7.0,17.0,7.0,7.0,17.0,2.0,9.0,12.0,9.0,10.0,6.0,8.0,7.0,10.0,5.0,6.9311224489795915,7.908673469387755,8.269132653061224,7.4145408163265305,6.0,40.768746646318206,-73.82292145082182,0.13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,30.0,1299.2247324613554,21202.225347222222,2.0,1.0,32649.0,8.0,3.0,10.0,10.0,10.0,10.0,1.0,1.0,7.0,10.0,4.0,7.0,8.0,3.0,5.0,7.0,1.0,4.0,8.357390700902151,10.0,10.0,12.0,7.0,7.0,10.0,8.0,12.0,10.0,10.0,19.0,9.0,6.0,11.0,9.0,9.0,7.0,9.0,7.0,6.933180311145116,7.912522315735782,8.286661565927059,7.444529456771232,4.018434782608695,40.72504235571802,-73.99806322814622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.65233425809943,0
1,0,23.0,1300.8602409638554,21252.001402032947,1.0,6.0,28891.0,1.0,1.0,7.0,5.0,3.0,3.0,3.0,1.0,1.0,9.0,8.0,5.0,7.0,2.0,5.0,2.0,1.0,6.0,3.0,11.0,14.0,11.0,9.0,6.0,16.410196987253766,7.66203167246041,8.5162224797219,10.301081498648127,7.548624564122433,13.0,5.0,5.0,16.0,11.0,6.0,9.0,8.0,6.0,6.9311224489795915,7.908673469387755,8.269132653061224,7.4145408163265305,1.0,37.798542659090906,-122.40967664909093,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,24.0,1299.2247324613554,21202.225347222222,6.0,4.0,24997.0,3.0,2.0,4.0,10.0,10.0,8.0,7.0,1.0,5.0,10.0,9.0,9.0,10.0,9.0,9.0,10.0,1.0,2.0,5.0,11.0,11.0,11.0,9.0,6.0,16.5126374686475,7.657341308122708,8.471734516689176,10.361952537140652,7.5588235294117645,29.0,3.0,5.0,8.0,5.0,6.0,9.0,8.0,6.0,6.933180311145116,7.912522315735782,8.286661565927059,7.444529456771232,3.0,34.075992274184784,-118.2642147285326,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346.23317706032344,0
0,1,31.0,1014.0,11132.0,9.0,5.0,44931.88022202746,9.0,2.0,10.0,9.0,8.0,8.0,8.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,5.0,7.0,6.0,8.251381215469614,7.0,14.0,14.0,4.0,8.0,9.0,9.0,9.0,9.0,9.0,17.0,3.0,6.0,14.0,14.0,7.0,10.0,8.0,6.0,7.0,9.0,7.0,4.0,2.0,39.99506432686203,3.837535503052503,-0.13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,27.0,1400.0,26019.0,6.0,3.0,44991.57142857143,6.0,7.0,8.0,8.0,5.0,5.0,3.0,4.0,8.0,5.0,6.0,3.0,3.0,7.0,8.0,7.0,2.0,8.0,8.357390700902151,17.0,8.0,11.0,14.0,3.0,15.0,12.0,9.0,12.0,9.0,11.0,14.0,14.0,6.0,3.0,7.0,7.0,7.0,8.0,7.0,5.0,6.0,9.0,3.0,43.6534817,-79.3839347,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4103.916259796885,0
0,0,30.0,1300.8602409638554,26377.0,1.0,1.0,22161.0,10.0,2.0,10.0,10.0,7.0,7.0,9.0,2.0,9.0,8.0,1.0,4.0,3.0,7.0,10.0,6.0,9.0,9.0,8.251381215469614,8.0,10.0,5.0,15.0,10.0,7.0,7.0,7.0,7.0,7.0,29.0,6.0,6.0,6.0,6.0,9.0,9.0,8.0,10.0,9.0,9.0,9.0,9.0,8.0,32.42383938297873,-87.03747825195036,-0.06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,30.0,1299.2247324613554,26892.0,2.0,8.0,37994.0,8.0,10.0,4.0,10.0,10.0,10.0,1.0,1.0,4.0,8.0,6.0,9.0,10.0,7.0,8.0,9.0,10.0,6.0,8.357390700902151,13.0,13.0,13.0,13.0,0.0,52.0,3.0,3.0,3.0,3.0,26.0,1.0,3.0,5.0,12.0,9.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,4.018434782608695,42.85829613309976,-73.9542797737847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1013.5898114920224,1
0,0,21.0,1300.8602409638554,21252.001402032947,8.0,10.0,44931.88022202746,10.0,8.0,10.0,5.0,5.0,5.0,2.0,1.0,3.0,7.0,10.0,4.0,7.0,4.0,8.0,5.0,2.0,5.0,0.0,6.0,10.0,11.0,8.0,10.0,16.410196987253766,7.66203167246041,8.5162224797219,10.301081498648127,7.548624564122433,18.0,8.0,5.0,8.0,11.0,5.0,9.0,9.0,7.0,6.9311224489795915,7.908673469387755,8.269132653061224,7.4145408163265305,0.0,37.54578545,126.8534048,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,24.0,1299.2247324613554,21202.225347222222,3.0,3.0,44991.57142857143,9.0,1.0,8.0,7.0,8.0,8.0,10.0,6.0,7.0,8.0,1.0,7.0,3.0,8.0,1.0,6.0,8.0,7.0,6.0,13.0,8.0,13.0,13.0,8.0,16.5126374686475,7.657341308122708,8.471734516689176,10.361952537140652,7.5588235294117645,26.0,3.0,8.0,11.0,3.0,7.0,9.0,9.0,8.0,6.933180311145116,7.912522315735782,8.286661565927059,7.444529456771232,4.0,44.8839549,20.0021353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5147.6930003265015,0
1,0,25.0,1308.0,25555.0,1.0,1.0,44931.88022202746,10.0,6.0,10.0,5.0,8.0,8.0,10.0,5.0,3.0,8.0,2.0,7.0,8.0,6.0,6.0,1.0,2.0,5.0,8.251381215469614,34.0,11.0,0.0,11.0,0.0,21.0,5.0,5.0,11.0,5.0,38.0,0.0,0.0,0.0,0.0,4.0,8.0,8.0,8.0,4.0,8.0,8.0,8.0,2.0,37.5147512,127.0381552,-0.11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,28.0,1299.2247324613554,21202.225347222222,1.0,1.0,44991.57142857143,4.0,3.0,3.0,8.0,7.0,6.0,7.0,4.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0,10.0,8.357390700902151,0.0,14.0,14.0,14.0,0.0,16.0,11.0,5.0,16.0,5.0,15.0,4.0,15.0,15.0,12.0,9.0,9.0,9.0,9.0,9.0,10.0,8.0,7.0,2.0,60.7336807,24.73559733333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4376.747317225561,0
0,0,21.0,1300.8602409638554,21252.001402032947,9.0,6.0,44931.88022202746,2.0,2.0,3.0,9.0,7.0,6.0,6.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,3.0,5.0,4.0,6.0,11.0,22.0,6.0,6.0,16.410196987253766,7.66203167246041,8.5162224797219,10.301081498648127,7.548624564122433,23.0,3.0,11.0,11.0,6.0,5.0,8.0,7.0,6.0,6.9311224489795915,7.908673469387755,8.269132653061224,7.4145408163265305,4.0,16.795092766666667,96.1709662,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,23.0,1299.2247324613554,21202.225347222222,1.0,1.0,39919.0,10.0,8.0,4.0,5.0,5.0,4.0,1.0,6.0,10.0,9.0,7.0,5.0,10.0,7.0,10.0,5.0,1.0,7.0,6.0,11.0,14.0,14.0,6.0,6.0,16.5126374686475,7.657341308122708,8.471734516689176,10.361952537140652,7.5588235294117645,11.0,11.0,11.0,6.0,6.0,6.0,10.0,9.0,10.0,6.933180311145116,7.912522315735782,8.286661565927059,7.444529456771232,2.0,48.52272194,2.213203753333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5531.195473266875,0
0,0,36.0,1300.8602409638554,21252.001402032947,1.0,7.0,58802.0,5.0,2.0,5.0,5.0,8.0,8.0,3.0,1.0,3.0,10.0,8.0,8.0,8.0,5.0,8.0,8.0,3.0,5.0,8.251381215469614,11.0,11.0,11.0,11.0,8.0,12.0,8.0,9.0,12.0,10.0,12.0,8.0,9.0,12.0,11.0,8.0,8.0,8.0,8.0,6.9311224489795915,7.908673469387755,8.269132653061224,7.4145408163265305,4.035893878966534,40.0601397573057,-75.40561232808291,-0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,29.0,1299.2247324613554,21202.225347222222,3.0,4.0,28240.0,9.0,8.0,10.0,6.0,6.0,4.0,3.0,4.0,8.0,6.0,3.0,7.0,9.0,6.0,9.0,3.0,2.0,6.0,8.357390700902151,9.0,10.0,10.0,10.0,9.0,12.0,9.0,10.0,10.0,9.0,8.0,12.0,10.0,10.0,8.0,8.0,8.0,8.0,9.0,6.933180311145116,7.912522315735782,8.286661565927059,7.444529456771232,5.0,35.17461295112474,-79.39215959018405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,401.82160603406464,0
0,0,26.0,1450.0,26100.0,8.0,9.0,44931.88022202746,9.0,5.0,9.0,5.0,8.0,7.0,7.0,2.0,3.0,9.0,4.0,7.0,8.0,7.0,8.0,2.0,2.0,6.0,8.251381215469614,22.0,3.0,16.0,8.0,3.0,31.0,3.0,6.0,3.0,0.0,42.0,1.0,3.0,5.0,1.0,8.0,10.0,9.0,9.0,8.0,10.0,10.0,8.0,0.0,49.95858133137255,3.249678647058824,-0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,23.0,1309.0,15162.0,3.0,8.0,36673.0,3.0,4.0,3.0,10.0,7.0,8.0,5.0,14.0,9.0,2.0,10.0,7.0,8.0,8.0,9.0,10.0,3.0,5.0,8.357390700902151,8.0,14.0,11.0,5.0,11.0,12.0,12.0,6.0,12.0,12.0,11.0,11.0,5.0,11.0,11.0,7.0,10.0,9.0,10.0,6.0,8.0,10.0,8.0,0.0,37.7787777510404,-122.48904581542229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5534.082570030433,0
0,1,36.0,1300.8602409638554,21252.001402032947,1.0,7.0,58802.0,5.0,2.0,5.0,5.0,8.0,8.0,3.0,1.0,3.0,10.0,8.0,8.0,8.0,5.0,8.0,8.0,3.0,5.0,8.251381215469614,11.0,11.0,11.0,11.0,8.0,11.0,8.0,9.0,11.0,10.0,12.0,8.0,9.0,12.0,11.0,8.0,8.0,8.0,8.0,6.9311224489795915,7.908673469387755,8.269132653061224,7.4145408163265305,4.035893878966534,40.0601397573057,-75.40561232808291,-0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,22.0,1299.2247324613554,21202.225347222222,6.0,2.0,53771.0,9.0,9.0,9.0,8.0,7.0,6.0,7.0,7.0,9.0,9.0,8.0,6.0,8.0,6.0,9.0,6.0,2.0,7.0,8.357390700902151,10.0,11.0,11.0,11.0,5.0,10.0,10.0,11.0,11.0,9.0,9.0,11.0,11.0,10.0,9.0,8.0,7.0,9.0,9.0,6.933180311145116,7.912522315735782,8.286661565927059,7.444529456771232,4.018434782608695,40.450785425084746,-79.68216381898306,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.08942423092253,0
1,0,28.0,1300.8602409638554,21252.001402032947,2.0,3.0,44931.88022202746,8.0,5.0,6.0,9.0,7.0,7.0,4.0,8.0,8.0,7.0,7.0,8.0,8.0,10.0,10.0,8.0,2.0,5.0,8.251381215469614,11.0,11.0,11.0,11.0,11.0,27.0,5.0,3.0,11.0,5.0,21.0,6.0,6.0,9.0,6.0,7.0,10.0,9.0,8.0,7.0,10.0,10.0,7.0,3.0,41.91659966719577,12.443305522751322,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,26.0,1188.0,11311.0,5.0,2.0,44991.57142857143,2.0,1.0,3.0,10.0,10.0,7.0,6.0,5.0,10.0,8.0,4.0,10.0,8.0,6.0,8.0,4.0,10.0,6.0,8.357390700902151,5.0,5.0,16.0,11.0,8.0,27.0,3.0,5.0,11.0,3.0,29.0,6.0,6.0,6.0,6.0,3.0,6.0,7.0,9.0,3.0,6.0,8.0,9.0,2.0,40.0757384,-74.4041622,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4319.882705430666,0
1,1,32.0,1185.0,9620.0,5.0,9.0,30587.0,6.0,4.0,4.0,9.0,8.0,10.0,8.0,5.0,7.0,9.0,6.0,8.0,9.0,8.0,10.0,4.0,4.0,7.0,8.251381215469614,11.0,11.0,11.0,11.0,6.0,17.0,6.0,9.0,14.0,6.0,16.0,5.0,8.0,14.0,5.0,7.0,8.0,9.0,9.0,7.0,8.0,9.0,9.0,7.0,40.88099069767225,-73.90565087656735,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,33.0,1400.0,26019.0,2.0,1.0,16908.0,7.0,1.0,9.0,9.0,9.0,7.0,7.0,1.0,1.0,10.0,2.0,9.0,9.0,8.0,9.0,5.0,1.0,6.0,8.357390700902151,11.0,14.0,14.0,6.0,3.0,14.0,9.0,11.0,11.0,3.0,22.0,5.0,8.0,14.0,3.0,8.0,10.0,8.0,9.0,8.0,10.0,9.0,8.0,1.0,35.99725943274074,-78.89611581022223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.03929134010895,0
